Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2010-09-01,Melbourne,11.1,13.3,5.8,1,0,N,54,N,NNW,13,11,90,84,1014.1,1014.3,8,8,11.7,12.3,Yes,Yes
2010-09-02,Melbourne,9.3,15.4,6.2,0.6,6,S,39,SE,S,17,28,62,49,1020.2,1021.2,6,6,11.5,14.5,Yes,No
2010-09-03,Melbourne,7.3,16.6,0,2.4,1.6,NNE,30,WNW,NE,7,11,73,48,1021.9,1015.7,6,7,9,15.8,No,Yes
2010-09-04,Melbourne,8.8,19,9.6,2.6,1.3,WNW,72,N,N,37,50,87,71,997.3,990.8,8,6,16.5,17.2,Yes,Yes
2010-09-05,Melbourne,10.9,17.1,3.8,2.4,5.8,W,91,W,W,35,30,65,56,1008.9,1011.4,6,7,12.3,15.4,Yes,Yes
2010-09-06,Melbourne,8.4,15.4,1.8,3,6.8,SSW,52,WNW,WSW,20,28,56,48,1018.8,1018.8,4,7,10.8,13.3,Yes,Yes
2010-09-07,Melbourne,7.4,15.8,11.2,2.6,5.3,WSW,26,WSW,SSE,11,6,87,50,1027.3,1025.3,7,5,9.2,14.8,Yes,No
2010-09-08,Melbourne,5.2,17.2,0,1.8,8.1,N,70,N,N,19,35,68,39,1025.3,1019.8,7,5,9.4,16.3,No,No
2010-09-09,Melbourne,9.1,18.3,0,5.4,5.8,N,72,N,N,52,37,63,51,1011.5,1005.8,5,6,13.8,17.2,No,Yes
2010-09-10,Melbourne,9.4,14.4,2.6,3.6,5.4,SW,52,WNW,SW,26,37,74,80,1002.1,1006,7,7,10.9,11.8,Yes,No
2010-09-11,Melbourne,8.5,18.5,0.6,2.6,6,WNW,39,N,W,19,19,55,38,1017.9,1017.2,NA,NA,12.4,16.9,No,No
2010-09-12,Melbourne,10.5,16.5,0,3.4,3.2,N,52,N,N,26,30,55,50,1019.8,1015,NA,NA,12.8,16.1,No,No
2010-09-13,Melbourne,10.9,15.5,0,2.2,2,N,35,NW,SSW,13,19,55,56,1015.1,1015.7,8,7,13.7,14.1,No,No
2010-09-14,Melbourne,6.4,15.6,0,1.8,10.1,S,30,ENE,S,13,15,54,43,1017.1,1013.8,3,3,10.8,14.9,No,No
2010-09-15,Melbourne,9.4,16.5,0,3.2,4.6,W,52,W,WSW,31,30,56,80,1014.3,1013.8,6,7,12.1,13.1,No,Yes
2010-09-16,Melbourne,8.4,14.9,1.2,3.4,6.8,SW,63,W,SW,31,39,59,48,1018.1,1017.6,5,7,11.1,13.6,Yes,No
2010-09-17,Melbourne,8.7,14.9,0.6,4,0.4,WSW,46,WSW,WSW,24,24,55,48,1024.7,1023.1,8,7,11.6,14.1,No,No
2010-09-18,Melbourne,10.1,17,0,2.2,2.9,SW,44,WSW,S,17,24,77,64,1021.3,1019.8,NA,NA,10.8,13.8,No,Yes
2010-09-19,Melbourne,9.3,16.7,3,2.2,3.7,WSW,48,SW,SW,20,20,73,55,1024.6,1022.9,NA,NA,11,15.3,Yes,No
2010-09-20,Melbourne,10.1,16.8,0,2.4,0,SW,31,SW,SSE,19,13,78,66,1027.7,1026.4,7,7,12.4,14.8,No,No
2010-09-21,Melbourne,10.9,15.4,0.4,1.8,0,S,37,SSW,S,24,24,84,56,1028.9,1028,7,7,13.1,14.5,No,No
2010-09-22,Melbourne,9.8,16.6,0,0.8,1.2,SSE,33,S,SSE,13,19,64,53,1028.2,1026.4,7,7,12.9,14.7,No,No
2010-09-23,Melbourne,10.9,16.2,0,1.6,2.1,SW,33,SW,WSW,22,19,61,51,1027.1,1025,7,7,12.4,15.3,No,No
2010-09-24,Melbourne,9.8,17,0,3,3.3,N,39,W,E,9,6,62,49,1024.1,1018.9,7,7,11.1,16.1,No,No
2010-09-25,Melbourne,10.9,19.9,0,2.8,6.5,SW,54,NNW,WSW,22,20,60,40,1014.8,1014,NA,NA,13.6,19,No,No
2010-09-26,Melbourne,9.9,22.1,0.4,2.8,7.9,N,41,N,N,9,22,68,49,1020.4,1014.5,NA,NA,12.9,20.7,No,No
2010-09-27,Melbourne,12.8,17.3,0.2,5.2,1,SW,52,NNW,SW,20,30,56,76,1010.7,1010.9,7,7,15.3,12.5,No,Yes
2010-09-28,Melbourne,8,15.2,4.4,6.6,7.2,WSW,54,W,WSW,28,24,47,46,1014.8,1014.5,7,7,11.9,13,Yes,Yes
2010-09-29,Melbourne,5.8,15.3,1.2,3,10.1,SSW,48,SW,SSE,20,22,63,45,1023.4,1023.2,7,6,9.9,13.9,Yes,No
2010-09-30,Melbourne,5.8,15.6,0,2.4,6.2,WSW,30,W,SSW,15,15,56,44,1026.4,1024.1,7,7,11.1,14.7,No,No
2010-10-01,Melbourne,7.5,18.4,0,2.8,10.2,S,33,NNE,S,11,22,52,30,1027.7,1025.7,1,2,12.9,16.9,No,No
2010-10-02,Melbourne,6.2,21,0,3.8,11.3,NE,30,SW,N,2,13,62,41,1028.7,1024.9,NA,NA,11.6,20.3,No,No
2010-10-03,Melbourne,11.1,25,0,3.8,11.9,N,48,NE,N,9,28,63,34,1027.8,1024.1,NA,NA,15.7,23.7,No,No
2010-10-04,Melbourne,15.5,23.5,0,6.8,6.5,NNE,61,N,NNE,41,43,54,47,1021.8,1018.2,7,5,18.6,22.7,No,Yes
2010-10-05,Melbourne,13.2,20.6,1.8,4.8,NA,SSE,31,SSW,SSW,13,7,67,53,1023.2,1020.5,7,5,14,19.4,Yes,No
2010-10-06,Melbourne,11.2,23.9,0,3.6,5.4,WSW,70,N,N,43,48,73,66,1016.4,1011.9,3,7,15.6,21.1,No,Yes
2010-10-07,Melbourne,7.7,17.5,17.4,7.6,10.6,WSW,52,WSW,SW,26,24,59,33,1022.8,1023,3,4,10.9,15.4,Yes,No
2010-10-08,Melbourne,10.2,17.4,0,4,6,SW,35,SW,S,20,20,73,59,1026.1,1025.9,6,7,12.4,15.8,No,No
2010-10-09,Melbourne,9.3,19.1,0,1.8,8.5,S,30,W,S,9,17,69,40,1027,1026.2,NA,NA,12.2,18.7,No,No
2010-10-10,Melbourne,10.4,25.2,0,3.6,9.7,N,46,WNW,N,9,30,80,39,1029.7,1026.7,NA,NA,11.7,23.3,No,No
2010-10-11,Melbourne,11.7,25.2,0,6.2,9.8,N,63,NNE,N,35,39,38,36,1028.8,1025.4,1,4,18.9,22.9,No,No
2010-10-12,Melbourne,18.3,23.4,0,8,4.2,N,72,N,N,52,39,55,54,1023,1019.8,7,7,20,22.8,No,Yes
2010-10-13,Melbourne,14.3,14.8,9.4,4,0,SSW,22,S,S,13,17,91,92,1017.4,1015,8,8,14.6,13.4,Yes,Yes
2010-10-14,Melbourne,11.2,21.2,4,1.4,5.9,N,57,N,NNW,9,33,76,41,1012,1006.3,7,6,13,20.2,Yes,Yes
2010-10-15,Melbourne,12.1,12.7,12,5.8,0,S,61,SSW,SSW,28,37,92,87,993.4,992.4,8,8,12.3,10.4,Yes,Yes
2010-10-16,Melbourne,4.7,14.6,22.6,4.6,8.8,SW,67,WSW,SW,31,33,77,81,1006,1009,NA,NA,6.9,11.1,Yes,Yes
2010-10-17,Melbourne,6.9,17.7,1.6,4,5.6,W,43,W,W,20,28,71,48,1015.2,1015.1,NA,NA,11.6,16.5,Yes,No
2010-10-18,Melbourne,10,18.9,0,4,6.6,WSW,56,WNW,WSW,20,37,60,39,1020.1,1019.8,7,7,12.1,18.3,No,Yes
2010-10-19,Melbourne,9.6,17.4,1.4,2.6,10.4,S,30,W,SE,9,13,63,39,1028.2,1027.8,5,5,12,15.7,Yes,No
2010-10-20,Melbourne,7.1,19.6,0,3.6,12.1,SSW,26,E,NW,2,7,63,41,1029.3,1026.1,2,6,12.5,18.3,No,No
2010-10-21,Melbourne,8.4,25.7,0,4.6,11.7,N,35,N,N,20,20,68,32,1023.6,1019.3,4,1,12.2,24.7,No,No
2010-10-22,Melbourne,12.2,28.9,0,6.2,10,WNW,61,N,N,30,37,49,30,1017.1,1013.2,1,5,20.8,27.3,No,Yes
2010-10-23,Melbourne,12.8,17.3,6.8,7.4,3.7,WNW,50,SW,SSE,26,20,92,55,1017.9,1020,NA,NA,12.8,15.6,Yes,Yes
2010-10-24,Melbourne,11.1,17.4,1.8,3.2,11.4,S,35,SSE,SSE,13,19,46,43,1023.9,1022.5,NA,NA,13.6,16.4,Yes,No
2010-10-25,Melbourne,7.9,20.5,0,4.6,12.6,N,43,N,N,7,31,57,42,1022.7,1017.9,0,2,12.9,18.8,No,No
2010-10-26,Melbourne,10.7,22.5,0,5.2,6.6,N,43,N,S,31,19,40,47,1015.1,1014.3,6,7,18.5,18.9,No,Yes
2010-10-27,Melbourne,12.7,19,2.4,3.6,9.4,S,44,SSW,SSE,17,19,45,46,1020.1,1020,7,3,15.4,18.3,Yes,No
2010-10-28,Melbourne,10.2,23.9,0,4.6,12.4,N,41,SSW,N,11,22,57,45,1020,1016.2,1,1,13.9,21.7,No,No
2010-10-29,Melbourne,13.9,28.4,0,7,9.6,N,61,N,N,33,41,52,33,1013.3,1008.7,3,5,20.9,27,No,Yes
2010-10-30,Melbourne,18.8,22.3,2.2,9,0,N,50,N,W,17,19,82,96,1006.2,1005.4,NA,NA,19.8,16.2,Yes,Yes
2010-10-31,Melbourne,11.7,17.2,61.4,4.2,0.5,WSW,52,WNW,WSW,24,31,94,51,1007.7,1011.8,NA,NA,12,17,Yes,Yes
2010-11-01,Melbourne,9.2,16.7,3.8,2.8,4.8,SW,37,WSW,SSE,19,17,63,46,1019.4,1017.4,NA,NA,10.6,15.6,Yes,No
2010-11-02,Melbourne,10.5,19,0.6,4.4,3.2,WSW,44,WSW,WSW,15,20,78,77,1018.4,1016.9,NA,NA,13.4,16.1,No,Yes
2010-11-03,Melbourne,10.3,16.6,4,1.6,2.4,S,35,SSW,SSE,17,19,68,47,1021.8,1021.3,7,7,12.1,16.2,Yes,Yes
2010-11-04,Melbourne,9.1,18.2,5.2,3,8.1,S,41,SSW,S,15,22,52,44,1024.6,1022.8,6,6,12.9,17.4,Yes,No
2010-11-05,Melbourne,8.8,22.7,0,2,12.6,S,39,SW,S,9,17,55,30,1025.1,1021,1,2,13.8,22.6,No,No
2010-11-06,Melbourne,10.3,24.6,0,6.8,13.1,NNE,39,NNE,N,19,13,57,41,1022.4,1017.9,NA,NA,15.9,22.6,No,No
2010-11-07,Melbourne,14.8,24.4,0.2,7,5.7,N,74,N,N,54,37,50,43,1013.6,1009.2,NA,NA,19.2,24.3,No,No
2010-11-08,Melbourne,14,23.8,0,4.4,8.5,SSW,31,W,SSW,9,17,55,40,1013.1,1014.2,7,5,16.8,21.7,No,No
2010-11-09,Melbourne,13.5,29.1,0,5,13,N,44,ENE,NW,7,20,54,25,1023.7,1019.4,0,3,18.6,27.9,No,No
2010-11-10,Melbourne,18.2,25.6,0,9.4,2.2,N,52,N,SW,26,31,49,29,1015.8,1015.6,7,7,24,25.3,No,No
2010-11-11,Melbourne,14,30.7,0,3.8,9.5,NNE,43,NE,N,7,31,74,29,1013.3,1007.6,7,6,16.4,28.5,No,No
2010-11-12,Melbourne,16.3,31,0,8,2.2,N,72,N,N,43,46,44,46,1006.2,1004.3,7,6,25.4,29.4,No,Yes
2010-11-13,Melbourne,15,15.8,20,6.4,0,S,37,S,SSW,19,28,96,94,1015,1014.7,NA,NA,15.2,14.5,Yes,Yes
2010-11-14,Melbourne,13.1,19.8,15.6,2.8,1.5,SW,37,WNW,SW,13,15,78,69,1014.1,1013.5,NA,NA,15.7,19.8,Yes,Yes
2010-11-15,Melbourne,11.7,19.4,1.2,3,5,S,35,SW,S,15,26,73,58,1016.2,1014.8,7,7,13.6,16.6,Yes,No
2010-11-16,Melbourne,10.1,18.6,0.2,1.6,8.1,S,31,WSW,S,13,9,63,41,1017.2,1016,7,6,13.4,17.9,No,No
2010-11-17,Melbourne,8.9,23.4,0,3.2,11.9,SW,35,N,SSW,15,11,54,39,1017.8,1014.5,1,2,15.5,21.4,No,No
2010-11-18,Melbourne,13.7,17.6,0,4.8,2.6,SSW,39,WNW,S,15,24,58,80,1015.3,1018,7,8,17.3,15.1,No,Yes
2010-11-19,Melbourne,9.6,20.3,2.6,3.2,13,S,46,SE,S,28,22,45,42,1025.6,1024.1,2,1,14.4,18.7,Yes,No
2010-11-20,Melbourne,9.9,22.8,0,5.6,12.6,SSW,33,W,SSE,6,22,66,56,1026.2,1022.7,NA,NA,14.6,19.5,No,No
2010-11-21,Melbourne,11.9,22,0.2,5.2,10.3,S,33,S,SSE,13,17,75,57,1024.2,1021.2,NA,NA,15.1,21,No,No
2010-11-22,Melbourne,13.7,33.3,0.2,5.2,12.1,SSW,54,NNE,N,19,33,68,21,1020.5,1017.1,1,2,20.5,32.4,No,No
2010-11-23,Melbourne,20.6,32.3,0,10.2,12.9,N,63,N,N,46,33,33,29,1019.3,1017.3,0,3,25.6,30.1,No,No
2010-11-24,Melbourne,21.7,31.5,0,11.6,7.4,NNW,67,N,N,28,33,49,35,1017.8,1016.1,7,7,25.3,28.9,No,Yes
2010-11-25,Melbourne,19.6,23.5,23,10,0.3,N,35,N,SE,20,19,89,76,1016,1016.6,7,8,19.8,19.9,Yes,Yes
2010-11-26,Melbourne,16,25.1,1.8,0.8,4.6,NW,46,N,S,7,20,80,76,1017.1,1013.4,7,5,18.2,22.5,Yes,Yes
2010-11-27,Melbourne,17.3,23.8,14.2,5.8,0,N,52,NNE,WSW,22,20,85,86,1009.5,1007.7,NA,NA,19.6,21.3,Yes,Yes
2010-11-28,Melbourne,13,16.6,21.4,5,2.7,SSW,54,S,SSW,28,35,88,66,1013,1015.4,NA,NA,13.7,15.6,Yes,No
2010-11-29,Melbourne,13.6,22.2,0.6,2.8,5.4,SE,50,SSE,S,24,31,68,52,1018.2,1015.3,7,6,16,22.1,No,No
2010-11-30,Melbourne,13.2,25.4,0.4,4.4,8.4,SSW,33,WSW,S,9,17,65,49,1017.8,1014.8,5,5,17.2,24.3,No,No
2010-12-01,Melbourne,16.5,26.6,0.2,5.4,0.6,NE,41,W,SSE,11,11,76,55,1015.7,1013.1,7,7,19.4,25,No,Yes
2010-12-02,Melbourne,17.2,27.2,5,2,5.9,NNE,65,N,NW,20,19,84,81,1015,1013.5,8,7,19.5,18.9,Yes,Yes
2010-12-03,Melbourne,17.2,30,7.8,4.6,5.1,NNW,52,N,N,35,24,59,40,1012.5,1009.3,5,7,23.3,28.7,Yes,No
2010-12-04,Melbourne,19.4,30.8,0.2,5,12.5,N,65,N,S,44,11,62,43,1010,1008.9,NA,NA,24,29.8,No,No
2010-12-05,Melbourne,18.3,29.7,0,6,6.5,S,30,SSW,S,7,11,84,58,1013.1,1010.4,NA,NA,19,26.4,No,No
2010-12-06,Melbourne,18.2,30.9,0,5.2,6.1,NNE,35,ENE,N,6,15,67,45,1012,1007.7,7,7,22.2,29.7,No,Yes
2010-12-07,Melbourne,21.5,28.2,2.4,6,1,NNE,67,N,NNE,35,26,52,85,1007.3,1006.3,7,7,25.4,23.1,Yes,Yes
2010-12-08,Melbourne,22.6,25.5,2.8,5,0.6,N,65,N,WNW,37,20,67,69,1003.4,1003.8,7,8,25.3,23.3,Yes,Yes
2010-12-09,Melbourne,16.4,25,28.8,5.4,9.7,SW,31,SSW,NNE,11,13,60,46,1010.2,1007,4,7,19.2,23.2,Yes,Yes
2010-12-10,Melbourne,14,21.1,2.4,4.8,8.3,W,52,WSW,WNW,19,20,44,26,1011.2,1008.7,5,6,15.1,19.8,Yes,No
2010-12-11,Melbourne,13.5,23.1,0.2,7.2,11.3,N,57,NNW,NNW,28,33,55,47,1005.9,1001.4,NA,NA,17.3,21.2,No,No
2010-12-12,Melbourne,13.2,19.4,0.4,8.2,6.4,W,54,WNW,SW,31,33,49,81,1005,1006.9,NA,NA,16.4,16.6,No,Yes
2010-12-13,Melbourne,11.8,23.1,4.6,4,11,SSW,24,WSW,ESE,13,6,51,40,1015.4,1014.4,3,6,16.6,20.9,Yes,No
2010-12-14,Melbourne,14.4,28,0,4,13.3,NNE,31,WSW,NE,7,6,55,42,1015.5,1010.7,1,2,18.7,25.8,No,No
2010-12-15,Melbourne,18.1,25.9,0,8,2.1,N,74,N,NW,50,24,44,69,1002.5,1004.6,7,7,24.9,20,No,No
2010-12-16,Melbourne,12.7,22,0.8,4,11.4,S,31,SW,SSE,20,20,53,31,1008.8,1006.8,6,5,16.6,21.7,No,No
2010-12-17,Melbourne,12.1,23.8,0,6,7.1,W,57,N,NNW,20,30,49,28,1003.1,999.4,2,7,17.7,23.5,No,Yes
2010-12-18,Melbourne,12.2,19,2.8,4.6,4.3,SW,52,W,WSW,28,26,86,57,1001.7,1002.5,NA,NA,12.4,16.7,Yes,Yes
2010-12-19,Melbourne,11.3,19.1,2.8,4.2,3.7,WNW,74,N,WSW,24,20,49,44,996.5,994.4,NA,NA,15.9,17.1,Yes,Yes
2010-12-20,Melbourne,9.9,19.3,22.2,3.8,1.5,SW,52,SW,SW,37,33,61,44,1003.9,1005.1,7,7,14.2,17.9,Yes,No
2010-12-21,Melbourne,11.1,18.3,0,4.2,6.1,SW,52,W,S,24,22,65,50,1010.3,1013.2,7,7,14.9,17.3,No,Yes
2010-12-22,Melbourne,10.6,25.7,1.4,3.6,13.4,SW,33,NNE,NNE,6,13,58,27,1019.4,1015.9,2,5,14.9,23.6,Yes,No
2010-12-23,Melbourne,14.1,20.6,0,6.6,10.6,SSE,50,SW,S,17,31,56,44,1022.1,1024.6,5,3,16.2,19.1,No,No
2010-12-24,Melbourne,11.5,23.5,0,6.4,12.8,SSE,31,SE,S,17,15,58,44,1025.5,1020,1,2,14.9,22.2,No,No
2010-12-25,Melbourne,14,26.2,0,5,1.3,NNW,30,E,S,2,2,76,64,1012.9,1009.5,NA,NA,17.1,22.3,No,No
2010-12-26,Melbourne,15.8,20.4,0,3,6.1,SE,44,S,S,17,28,59,62,1009.1,1008,NA,NA,17.5,17.4,No,No
2010-12-27,Melbourne,10.5,18,0.4,5.8,6.9,SSW,57,WSW,S,22,31,61,40,1011.9,1014,NA,NA,13.4,17.3,No,No
2010-12-28,Melbourne,9,22.8,0,4,13.4,S,31,SE,SE,11,15,53,42,1018.8,1016,NA,NA,13.9,20.3,No,No
2010-12-29,Melbourne,13.7,30.3,0,7.6,13.1,S,52,N,S,26,30,31,46,1013.1,1013.6,NA,NA,22.8,23.5,No,No
2010-12-30,Melbourne,14.2,23.7,0,7.4,13.7,SSE,31,SE,S,11,17,63,57,1017.8,1016.5,4,0,17.9,21.6,No,No
2010-12-31,Melbourne,14.9,41.1,0,7.6,12.3,NNW,74,N,NNW,28,43,58,12,1010.1,1005,4,3,22.1,39.9,No,No